Price,Close,High,Low,Open,Volume
Ticker,MDY,MDY,MDY,MDY,MDY
Date,,,,,
1995-05-04,25.176424026489258,25.31308102538043,25.176424026489258,25.31308102538043,55800
1995-05-05,25.018733978271484,25.06078227067194,24.892589101070115,25.06078227067194,3000
1995-05-08,25.176424026489258,25.176424026489258,25.01874287392252,25.01874287392252,53000
1995-05-09,25.081829071044922,25.228998227371257,25.081829071044925,25.228998227371257,3700
1995-05-10,25.2395076751709,25.30258016415508,25.176435186186715,25.30258016415508,1300
1995-05-11,25.313100814819336,25.313100814819336,25.19746787920347,25.19746787920347,10600
1995-05-12,25.449739456176758,25.449739456176758,25.33410660445518,25.33410660445518,2500
1995-05-15,25.6074275970459,25.6074275970459,25.49179471380801,25.49179471380801,5400
1995-05-16,25.807161331176758,25.807161331176758,25.638968019038742,25.681016347073246,1100
1995-05-17,25.74409294128418,25.8176775270698,25.744092941284176,25.7651171086515,42600
1995-05-18,25.523300170898438,25.702005320365192,25.523300170898438,25.702005320365192,3700
1995-05-19,25.407703399658203,25.407703399658203,25.27104632717349,25.27104632717349,600
1995-05-22,25.6074275970459,25.628451757634608,25.50230679410236,25.50230679410236,26500
1995-05-23,25.733552932739258,25.796625366397933,25.638944282251245,25.670480499080583,2900
1995-05-24,25.77561378479004,25.92278286838998,25.77561378479004,25.92278286838998,8100
1995-05-25,25.828170776367188,25.828170776367188,25.670489636096328,25.670489636096328,9200
1995-05-26,25.5128116607666,25.7651015164973,25.5128116607666,25.7651015164973,2800
1995-05-30,25.565372467041016,25.712541551966417,25.565372467041016,25.702029474471743,6000
1995-05-31,25.565372467041016,25.565372467041016,25.37615507213693,25.51281207956766,4000
1995-06-01,25.733552932739258,25.744065005015702,25.691504643633476,25.712528788186365,7700
1995-06-02,25.807161331176758,25.807161331176758,25.59691969100424,25.59691969100424,3600
1995-06-05,26.112016677856445,26.11201667785645,25.870238745654074,25.870238745654074,2300
1995-06-06,26.09098243713379,26.16456699678727,26.0489341173318,26.12251867698528,71800
1995-06-07,26.03841781616211,26.03841781616211,26.02790573791578,26.02790573791578,300
1995-06-08,26.06995964050293,26.06995964050293,25.964838835500903,25.964838835500903,2100
1995-06-09,25.87022590637207,26.02790708824756,25.87022590637207,26.02790708824756,700
1995-06-12,26.04892921447754,26.04892921447754,25.90176012287032,25.90176012287032,29300
1995-06-13,26.196102142333984,26.248662539890834,26.175077983311244,26.196102142333984,3600
1995-06-14,26.269683837890625,26.269683837890625,26.20661136769161,26.24865968115762,2500
1995-06-15,26.40635108947754,26.406351089477536,26.259181935316438,26.259181935316438,3200
1995-06-16,26.407182693481445,26.407182693481445,26.29126928181812,26.29126928181812,900
1995-06-19,26.712779998779297,26.712779998779297,26.470415525417593,26.51256586861093,31500
1995-06-20,26.723310470581055,26.786535968539845,26.702235304594794,26.75492321956045,2000
1995-06-21,26.860301971435547,26.912989892132753,26.839226803156663,26.881377139714427,3300
1995-06-22,27.028913497924805,27.071063850358218,26.913000028732927,26.934075204949632,4200
1995-06-23,27.060516357421875,27.113204278678538,27.049978773170544,27.113204278678538,115200
1995-06-26,26.702251434326172,26.891928042778368,26.702251434326172,26.891928042778368,1900
1995-06-27,26.375574111938477,26.63901372552156,26.375574111938477,26.63901372552156,2700
1995-06-28,26.502023696899414,26.586324368698694,26.37557268920049,26.512561280874323,4000
1995-06-29,26.586326599121094,26.670627277992665,26.480950750531633,26.596864183980042,1800
1995-06-30,26.744388580322266,26.82868925354629,26.69170065955725,26.76546374862827,3700
1995-07-03,26.754926681518555,26.75492668151856,26.723313928448626,26.744389097161914,900
1995-07-05,26.91299057006836,27.007828829712295,26.91299057006836,26.93406573887812,7800
1995-07-06,27.07105827331543,27.071058273315433,26.902456898316192,26.902456898316192,1000
1995-07-07,27.52417755126953,27.52417755126953,27.144824415034574,27.2080499377404,210300
1995-07-10,27.503097534179688,27.650623727849617,27.450409607869,27.555785460490377,63700
1995-07-11,27.34503936767578,27.513640766474552,27.34503936767578,27.397727304800398,51800
1995-07-12,27.67170524597168,27.777081122765175,27.49256625542274,27.49256625542274,13700
1995-07-13,27.8508358001709,27.914061307095235,27.671696863885273,27.72438478632222,20600
1995-07-14,27.713842391967773,27.77706788791903,27.640079313357976,27.65061689601652,21800
1995-07-17,27.745468139648438,27.914069541180673,27.745468139648438,27.819231252818792,21700
1995-07-18,27.513622283935547,27.82974969432163,27.471471962550737,27.82974969432163,16000
1995-07-19,26.775997161865234,27.18696287981594,26.396644191449198,27.176425297304384,23400
1995-07-20,27.060516357421875,27.12374186292987,26.95514051490855,26.965678099159884,108600
1995-07-21,27.218570709228516,27.313408934696213,27.144807644975867,27.23964587044356,2500
1995-07-24,27.418792724609375,27.418792724609375,27.292341720498957,27.292341720498957,2100
1995-07-25,27.745468139648438,27.745468139648438,27.471490862158557,27.471490862158557,3400
1995-07-26,27.82976531982422,27.924603596188632,27.71385187093438,27.71385187093438,7100
1995-07-27,28.06159782409668,28.06159782409668,28.06159782409668,28.06159782409668,2300
1995-07-28,28.06159782409668,28.135360942672975,27.97729711715234,28.135360942672975,1600
1995-07-31,28.0405216217041,28.040521621704098,27.914070565912876,28.019446445738897,5200
1995-08-01,27.924606323242188,28.029982196160084,27.65062905365566,28.029982196160084,8300
1995-08-02,27.99836540222168,28.04051574531874,27.97729023067315,28.04051574531874,4500
1995-08-03,27.608470916748047,27.629546085386785,27.32395614012507,27.51363265787372,4200
1995-08-04,27.661149978637695,27.724375464303154,27.661149978637695,27.71383788335891,2000
1995-08-07,27.840293884277344,27.85083146712529,27.68223014155813,27.68223014155813,3300
1995-08-08,27.77706527709961,27.956204165457233,27.77706527709961,27.956204165457233,4000
1995-08-09,27.966732025146484,27.98780718115639,27.914044135121717,27.98780718115639,1700
1995-08-10,27.871912002563477,28.029975775734915,27.798148908416806,27.99836302110063,4700
1995-08-11,27.81922149658203,27.914059751684015,27.787608744881368,27.914059751684015,35000
1995-08-14,27.987831115722656,28.029981463788502,27.871917658541577,27.871917658541577,3100
1995-08-15,28.06159782409668,28.07213541246472,27.903533998576044,28.07213541246472,6500
1995-08-16,28.388263702392578,28.388263702392578,28.082673632841953,28.082673632841953,40600
1995-08-17,28.620067596435547,28.64114275666856,28.44092873445491,28.514691795270465,17500
1995-08-18,28.662227630615234,28.78867863486795,28.577926961113427,28.78867863486795,1300
1995-08-21,28.430408477783203,28.79922400659062,28.419870891245846,28.767611246978554,14000
1995-08-22,28.44093894958496,28.514702036894,28.377713446177214,28.398788613979796,6300
1995-08-23,28.59901237487793,28.59901237487793,28.535786850099274,28.535786850099274,2000
1995-08-24,28.472551345825195,28.57792718352255,28.38825067566731,28.57792718352255,3600
1995-08-25,28.51470947265625,28.588472579200445,28.419871192813712,28.52524705930542,40500
1995-08-28,28.430408477783203,28.53578434315675,28.29341985279759,28.53578434315675,7300
