Price,Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
1993-01-29 00:00:00,24.31302833557129,43.9375,43.96875,43.75,43.96875,1003200
1993-02-01 00:00:00,24.485963821411133,44.25,44.25,43.96875,43.96875,480500
1993-02-02 00:00:00,24.5378475189209,44.34375,44.375,44.125,44.21875,201300
1993-02-03 00:00:00,24.797222137451172,44.8125,44.84375,44.375,44.40625,529400
1993-02-04 00:00:00,24.900970458984375,45.0,45.09375,44.46875,44.96875,531500
1993-02-05 00:00:00,24.883682250976562,44.96875,45.0625,44.71875,44.96875,492100
1993-02-08 00:00:00,24.883682250976562,44.96875,45.125,44.90625,44.96875,596100
1993-02-09 00:00:00,24.71075439453125,44.65625,44.8125,44.5625,44.8125,122100
1993-02-10 00:00:00,24.745328903198242,44.71875,44.75,44.53125,44.65625,379600
1993-02-11 00:00:00,24.86638641357422,44.9375,45.125,44.78125,44.78125,19500
1993-02-12 00:00:00,24.676164627075195,44.59375,44.875,44.59375,44.875,42500
1993-02-16 00:00:00,24.05364418029785,43.46875,44.46875,43.40625,44.46875,374800
1993-02-17 00:00:00,24.03635025024414,43.4375,43.53125,43.28125,43.46875,210900
1993-02-18 00:00:00,24.019071578979492,43.40625,43.9375,42.8125,43.9375,378100
1993-02-19 00:00:00,24.105533599853516,43.5625,43.5625,43.34375,43.40625,34900
1993-02-22 00:00:00,24.191984176635742,43.71875,43.78125,43.5625,43.6875,513600
1993-02-23 00:00:00,24.174707412719727,43.6875,43.875,43.46875,43.84375,373700
1993-02-24 00:00:00,24.485963821411133,44.25,44.25,43.71875,43.71875,26300
1993-02-25 00:00:00,24.5378475189209,44.34375,44.375,44.125,44.21875,44500
1993-02-26 00:00:00,24.572431564331055,44.40625,44.4375,44.1875,44.4375,66200
1993-03-01 00:00:00,24.50325584411621,44.28125,44.5625,44.21875,44.5625,66500
1993-03-02 00:00:00,24.86638641357422,44.9375,44.9375,44.25,44.3125,182400
1993-03-03 00:00:00,24.970165252685547,45.125,45.15625,44.9375,45.0,280100
1993-03-04 00:00:00,24.83181381225586,44.875,45.1875,44.875,45.1875,89500
